,-0.9,-0.89,-0.88,-0.87,-0.86,-0.85,-0.84,-0.83,-0.82,-0.81,-0.8,-0.79,-0.78,-0.77,-0.76,-0.75,-0.74,-0.73,-0.72,-0.71,-0.7,-0.69,-0.68,-0.67,-0.66,-0.65,-0.64,-0.63,-0.62,-0.61,-0.6,-0.59,-0.58,-0.57,-0.56,-0.55,-0.54,-0.53,-0.52,-0.51,-0.5,-0.49,-0.48,-0.47,-0.46,-0.45,-0.44,-0.43,-0.42,-0.41,-0.4,-0.39,-0.38,-0.37,-0.36,-0.35,-0.34,-0.33,-0.32,-0.31,-0.3,-0.29,-0.28,-0.27,-0.26,-0.25,-0.24,-0.23,-0.22,-0.21,-0.2,-0.19,-0.18,-0.17,-0.16,-0.15,-0.14,-0.13,-0.12,-0.11,-0.1,-0.09,-0.08,-0.07,-0.06,-0.05,-0.04,-0.03,-0.02,-0.01,6.41848e-16,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9
7,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0.00367067,0.00367067,0.0146819,0.022022,0.0403699,0.0660514,0.0880589,0.110061,0.139391,0.165047,0.220002,0.293228,0.370058,0.468753,0.618436,0.83708,1.16415,1.51184,1.96274,2.49755,3.18601,4.18688,5.28554,6.93113,8.97537,11.4836,14.5476,18.3288,22.7121,27.6527,33.124,39.0209,44.9002,50.5643,56.2159,61.3837,66.1821,70.5135,74.1388,77.4365,80.3094,82.9093,85.2344,87.3607,88.7984,88.4434,80.01,51.8891,37.3849,34.5327,33.4072,32.7248,32.1715,31.6799,31.2742,30.9052,30.6045,30.3813,30.2133,30.0675,29.9694,29.9012,29.8515,29.8212,29.7979,29.7879,29.7779,29.7717,29.7664,29.7634,29.7617,29.7596,29.7588,29.7569,29.7554,29.7541,29.7544,29.7538,29.7537,29.7531,29.7529,29.7528,29.7525,29.7525,29.7521,29.7518,29.7518,29.7517,29.7516,29.7514,29.7512,29.7512,29.7512,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511
8,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0.0073412,0.0073412,0.022022,0.0293616,0.0440391,0.0733878,0.0953936,0.128393,0.165047,0.212676,0.282248,0.362744,0.461445,0.618436,0.789748,1.04435,1.33815,1.65635,2.08144,2.62991,3.218,3.98259,5.15672,6.6365,8.53905,10.8915,13.752,17.2196,21.4016,25.9571,30.8313,35.9429,41.4913,46.6615,51.4424,55.7682,59.8673,63.6512,67.0189,70.0748,72.9492,75.3022,77.6485,79.7346,81.709,83.594,85.3677,87.0199,88.5102,89.6781,90.3533,89.1652,80.2521,55.0934,40.3037,36.6309,35.1195,34.2106,33.4886,32.9063,32.3753,31.9073,31.5043,31.1703,30.8816,30.6445,30.4417,30.2787,30.1519,30.0512,29.9763,29.9118,29.87,29.8399,29.8164,29.8048,29.7941,29.7869,29.7794,29.775,29.7709,29.7679,29.7653,29.7632,29.7617,29.7603,29.759,29.7581,29.7572,29.7563,29.7557,29.7549,29.754,29.7538,29.7535,29.7532,29.753,29.7529,29.7527,29.7523,29.7518,29.7518,29.7517,29.7517,29.7517,29.7516,29.7515,29.7514,29.7513,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511
9,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0.0073412,0.0073412,0.022022,0.0293616,0.0440391,0.0733878,0.0953936,0.128393,0.165047,0.212676,0.282248,0.362744,0.461445,0.618436,0.789748,1.04435,1.33815,1.65635,2.08144,2.62991,3.218,3.98259,5.15672,6.6365,8.53905,10.8915,13.752,17.2196,21.4016,25.9571,30.8313,35.9429,41.4913,46.6615,51.4424,55.7682,59.8673,63.6512,67.0189,70.0748,72.9492,75.3022,77.6485,79.7346,81.709,83.594,85.3677,87.0199,88.5102,89.6781,90.3533,89.1652,80.2521,55.0934,40.3037,36.6309,35.1195,34.2106,33.4886,32.9063,32.3753,31.9073,31.5043,31.1703,30.8816,30.6445,30.4417,30.2787,30.1519,30.0512,29.9763,29.9118,29.87,29.8399,29.8164,29.8048,29.7941,29.7869,29.7794,29.775,29.7709,29.7679,29.7653,29.7632,29.7617,29.7603,29.759,29.7581,29.7572,29.7563,29.7557,29.7549,29.754,29.7538,29.7535,29.7532,29.753,29.7529,29.7527,29.7523,29.7518,29.7518,29.7517,29.7517,29.7517,29.7516,29.7515,29.7514,29.7513,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511
10,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0.00367067,0.00367067,0.018352,0.0256918,0.0330312,0.0513771,0.0733878,0.117395,0.150387,0.198023,0.271266,0.355429,0.450483,0.61114,0.771537,1.00438,1.30554,1.58412,2.0311,2.50829,3.14335,4.02137,5.09051,6.59189,8.65672,11.2812,14.4907,18.3046,22.4521,26.7595,31.274,35.6757,40.0041,44.3597,48.4655,52.3902,56.0293,59.3228,62.3942,65.1094,67.7147,70.0851,72.4037,74.4982,76.4397,78.2945,80.0836,81.7111,83.4307,84.9232,86.4152,87.7843,89.0016,90.0101,90.7526,91.0651,89.6212,81.0889,58.0312,43.1336,38.8672,36.9679,35.7713,34.8484,34.0773,33.4078,32.8324,32.3537,31.9237,31.5595,31.2481,30.9864,30.7526,30.553,30.3916,30.2505,30.1373,30.0496,29.9787,29.9237,29.8825,29.8535,29.8322,29.8155,29.8053,29.7953,29.7876,29.7819,29.7775,29.7736,29.7697,29.7668,29.7652,29.7634,29.7624,29.7616,29.7606,29.7593,29.7577,29.7567,29.756,29.7557,29.7552,29.7546,29.754,29.7536,29.7531,29.753,29.7529,29.7523,29.7523,29.7523,29.752,29.7518,29.7516,29.7514,29.7513,29.7512,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511
11,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0.00367067,0.00367067,0.018352,0.0256918,0.0330312,0.0513771,0.0733878,0.117395,0.150387,0.198023,0.271266,0.355429,0.450483,0.61114,0.771537,1.00438,1.30554,1.58412,2.0311,2.50829,3.14335,4.02137,5.09051,6.59189,8.65672,11.2812,14.4907,18.3046,22.4521,26.7595,31.274,35.6757,40.0041,44.3597,48.4655,52.3902,56.0293,59.3228,62.3942,65.1094,67.7147,70.0851,72.4037,74.4982,76.4397,78.2945,80.0836,81.7111,83.4307,84.9232,86.4152,87.7843,89.0016,90.0101,90.7526,91.0651,89.6212,81.0889,58.0312,43.1336,38.8672,36.9679,35.7713,34.8484,34.0773,33.4078,32.8324,32.3537,31.9237,31.5595,31.2481,30.9864,30.7526,30.553,30.3916,30.2505,30.1373,30.0496,29.9787,29.9237,29.8825,29.8535,29.8322,29.8155,29.8053,29.7953,29.7876,29.7819,29.7775,29.7736,29.7697,29.7668,29.7652,29.7634,29.7624,29.7616,29.7606,29.7593,29.7577,29.7567,29.756,29.7557,29.7552,29.7546,29.754,29.7536,29.7531,29.753,29.7529,29.7523,29.7523,29.7523,29.752,29.7518,29.7516,29.7514,29.7513,29.7512,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511
12,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0.00367067,0.00367067,0.0110116,0.0256918,0.0440391,0.0550459,0.0807236,0.113728,0.168711,0.216339,0.278587,0.395655,0.523541,0.709596,0.898942,1.16778,1.49376,1.91595,2.43668,3.13623,4.01079,5.34467,7.08494,9.47968,12.6826,16.2735,20.0419,23.9381,27.8107,31.9738,35.8119,39.5754,43.3844,46.9823,50.4515,53.6451,56.6373,59.5422,62.1366,64.6159,66.8223,69.05,71.1206,73.0431,74.8717,76.662,78.2926,79.9397,81.5358,83.0558,84.4483,85.8093,87.0618,88.2837,89.3325,90.2736,91.0045,91.418,91.4315,89.8479,81.901,60.7069,45.8861,41.1797,38.9429,37.4407,36.2742,35.2854,34.4458,33.718,33.1154,32.617,32.1778,31.791,31.4743,31.1955,30.9504,30.7403,30.5569,30.4003,30.267,30.1551,30.0627,29.9927,29.9386,29.896,29.8641,29.841,29.8248,29.8114,29.8016,29.7939,29.7884,29.7821,29.7788,29.7752,29.7717,29.7687,29.7667,29.7642,29.7624,29.7618,29.7602,29.7598,29.7587,29.7578,29.7568,29.7559,29.7552,29.7542,29.7536,29.7531,29.7527,29.7524,29.7524,29.7523,29.7521,29.7518,29.7518,29.7517,29.7517,29.7514,29.7514,29.7512,29.7512,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511
13,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0.00367067,0.00367067,0.0110116,0.0256918,0.0440391,0.0550459,0.0807236,0.113728,0.168711,0.216339,0.278587,0.395655,0.523541,0.709596,0.898942,1.16778,1.49376,1.91595,2.43668,3.13623,4.01079,5.34467,7.08494,9.47968,12.6826,16.2735,20.0419,23.9381,27.8107,31.9738,35.8119,39.5754,43.3844,46.9823,50.4515,53.6451,56.6373,59.5422,62.1366,64.6159,66.8223,69.05,71.1206,73.0431,74.8717,76.662,78.2926,79.9397,81.5358,83.0558,84.4483,85.8093,87.0618,88.2837,89.3325,90.2736,91.0045,91.418,91.4315,89.8479,81.901,60.7069,45.8861,41.1797,38.9429,37.4407,36.2742,35.2854,34.4458,33.718,33.1154,32.617,32.1778,31.791,31.4743,31.1955,30.9504,30.7403,30.5569,30.4003,30.267,30.1551,30.0627,29.9927,29.9386,29.896,29.8641,29.841,29.8248,29.8114,29.8016,29.7939,29.7884,29.7821,29.7788,29.7752,29.7717,29.7687,29.7667,29.7642,29.7624,29.7618,29.7602,29.7598,29.7587,29.7578,29.7568,29.7559,29.7552,29.7542,29.7536,29.7531,29.7527,29.7524,29.7524,29.7523,29.7521,29.7518,29.7518,29.7517,29.7517,29.7514,29.7514,29.7512,29.7512,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511
14,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0.00367067,0.00367067,0.0110116,0.0293616,0.0403699,0.0513771,0.0953936,0.135725,0.183368,0.241975,0.329821,0.472406,0.647616,0.855279,1.06614,1.39608,1.86552,2.46175,3.23932,4.38724,5.92017,8.05679,10.9768,14.3959,17.9799,21.7551,25.4637,29.2301,32.9245,36.4673,39.9736,43.4182,46.7197,49.8519,52.8844,55.5809,58.2541,60.7503,63.1461,65.3661,67.3992,69.3514,71.3017,73.0365,74.7615,76.4454,78.0443,79.6804,81.1525,82.6448,83.9345,85.2672,86.4886,87.6016,88.7376,89.7365,90.598,91.2382,91.6721,91.9297,91.7155,90.1729,82.882,63.2921,48.6299,43.5408,40.9964,39.2158,37.7524,36.5328,35.4917,34.6038,33.8768,33.263,32.7307,32.2895,31.9085,31.5736,31.2881,31.0419,30.8194,30.6345,30.4674,30.3261,30.2076,30.1075,30.0317,29.97,29.9203,29.8828,29.854,29.8365,29.8218,29.8093,29.799,29.7911,29.786,29.7819,29.7779,29.7742,29.7705,29.769,29.7673,29.7655,29.764,29.7628,29.7604,29.759,29.7577,29.7571,29.7561,29.7549,29.7541,29.7536,29.753,29.7527,29.7524,29.7522,29.7519,29.7519,29.7518,29.7514,29.7513,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511
15,-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),-nan(ind),0.00367067,0.00367067,0.0110116,0.0293616,0.0403699,0.0513771,0.0953936,0.135725,0.183368,0.241975,0.329821,0.472406,0.647616,0.855279,1.06614,1.39608,1.86552,2.46175,3.23932,4.38724,5.92017,8.05679,10.9768,14.3959,17.9799,21.7551,25.4637,29.2301,32.9245,36.4673,39.9736,43.4182,46.7197,49.8519,52.8844,55.5809,58.2541,60.7503,63.1461,65.3661,67.3992,69.3514,71.3017,73.0365,74.7615,76.4454,78.0443,79.6804,81.1525,82.6448,83.9345,85.2672,86.4886,87.6016,88.7376,89.7365,90.598,91.2382,91.6721,91.9297,91.7155,90.1729,82.882,63.2921,48.6299,43.5408,40.9964,39.2158,37.7524,36.5328,35.4917,34.6038,33.8768,33.263,32.7307,32.2895,31.9085,31.5736,31.2881,31.0419,30.8194,30.6345,30.4674,30.3261,30.2076,30.1075,30.0317,29.97,29.9203,29.8828,29.854,29.8365,29.8218,29.8093,29.799,29.7911,29.786,29.7819,29.7779,29.7742,29.7705,29.769,29.7673,29.7655,29.764,29.7628,29.7604,29.759,29.7577,29.7571,29.7561,29.7549,29.7541,29.7536,29.753,29.7527,29.7524,29.7522,29.7519,29.7519,29.7518,29.7514,29.7513,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511,29.7511
