,-0.9,-0.89,-0.88,-0.87,-0.86,-0.85,-0.84,-0.83,-0.82,-0.81,-0.8,-0.79,-0.78,-0.77,-0.76,-0.75,-0.74,-0.73,-0.72,-0.71,-0.7,-0.69,-0.68,-0.67,-0.66,-0.65,-0.64,-0.63,-0.62,-0.61,-0.6,-0.59,-0.58,-0.57,-0.56,-0.55,-0.54,-0.53,-0.52,-0.51,-0.5,-0.49,-0.48,-0.47,-0.46,-0.45,-0.44,-0.43,-0.42,-0.41,-0.4,-0.39,-0.38,-0.37,-0.36,-0.35,-0.34,-0.33,-0.32,-0.31,-0.3,-0.29,-0.28,-0.27,-0.26,-0.25,-0.24,-0.23,-0.22,-0.21,-0.2,-0.19,-0.18,-0.17,-0.16,-0.15,-0.14,-0.13,-0.12,-0.11,-0.1,-0.09,-0.08,-0.07,-0.06,-0.05,-0.04,-0.03,-0.02,-0.01,6.41848e-16,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9
7,29.7698,29.774,29.779,29.7796,29.7799,29.7825,29.7807,29.7835,29.7836,29.7847,29.7881,29.7893,29.7898,29.7918,29.79,29.7921,29.7962,29.7968,29.797,29.8,29.8022,29.8057,29.8119,29.8135,29.8188,29.8201,29.823,29.8253,29.8279,29.8295,29.8319,29.8382,29.8435,29.8502,29.8526,29.8608,29.8624,29.8667,29.8743,29.8814,29.8905,29.9027,29.9102,29.9212,29.9263,29.9349,29.9416,29.9488,29.9612,29.9791,29.9904,29.9996,30.0189,30.0387,30.0545,30.0748,30.0922,30.1088,30.1312,30.1508,30.1705,30.2036,30.2351,30.2552,30.2839,30.3177,30.3606,30.403,30.4521,30.5081,30.5651,30.6255,30.6957,30.772,30.8511,30.9459,31.0392,31.1486,31.2688,31.3973,31.5526,31.7346,31.9325,32.1532,32.4146,32.748,33.191,33.8899,35.2435,38.7571,51.8095,73.6662,85.574,89.8461,90.904,90.9926,90.7449,90.3717,89.9432,89.4756,88.9695,88.401,87.8362,87.2944,86.6782,86.1001,85.4614,84.7875,84.1103,83.3814,82.6263,81.8519,81.0748,80.28,79.4901,78.6975,77.8325,76.9717,76.0327,75.0773,74.1134,73.085,72.043,70.9998,69.993,68.9804,67.8405,66.8353,65.7469,64.6472,63.5149,62.4511,61.2921,60.2032,59.0759,57.9869,56.9392,55.8721,54.7638,53.7039,52.7132,51.7582,50.7798,49.8712,48.9116,47.9913,47.0525,46.2172,45.3091,44.4701,43.6265,42.7669,41.9252,41.1788,40.3925,39.6008,38.8084,38.0754,37.3528,36.5894,35.8138,35.1906,34.5098,33.7803,33.1338,32.4982,31.9013,31.2897,30.621,30.0318,29.4038,28.7847,28.2449,27.7072,27.1744,26.6162,26.0793,25.5531,25.0377,24.5221,24.0688
8,29.949,29.9503,29.9539,29.9577,29.9628,29.9681,29.9744,29.9812,29.9851,29.9906,29.9952,29.9982,30.0012,30.0075,30.0152,30.0216,30.0278,30.034,30.0362,30.0419,30.0523,30.059,30.0716,30.0788,30.0887,30.0953,30.1076,30.1177,30.1277,30.1403,30.1509,30.1658,30.1777,30.1945,30.2104,30.2225,30.2387,30.2513,30.2683,30.2849,30.3003,30.3135,30.3317,30.346,30.3669,30.3883,30.4083,30.4273,30.4514,30.4811,30.5121,30.5429,30.5697,30.5988,30.6275,30.6648,30.7029,30.7448,30.7856,30.8242,30.8744,30.9195,30.9693,31.0298,31.0896,31.1621,31.225,31.2914,31.3715,31.4536,31.5419,31.6295,31.732,31.8437,31.962,32.0896,32.2325,32.3886,32.5546,32.7376,32.9376,33.1715,33.4283,33.7347,34.0949,34.5282,35.1254,36.0235,37.7745,41.9589,54.694,74.3973,85.719,90.143,91.4858,91.8239,91.8557,91.7289,91.466,91.2141,90.9194,90.5786,90.2355,89.8917,89.4964,89.1234,88.7365,88.2806,87.8622,87.5105,87.1469,86.7405,86.3328,85.9021,85.4376,84.9805,84.5298,84.0556,83.5928,83.1272,82.6461,82.1847,81.7132,81.2435,80.7158,80.2184,79.6924,79.1594,78.6437,78.0781,77.4728,76.9203,76.3384,75.7523,75.1632,74.5976,73.9421,73.3285,72.6776,72.0019,71.3051,70.6299,69.9957,69.3106,68.6506,67.9903,67.3096,66.6063,65.8938,65.1287,64.4375,63.6863,62.9801,62.2858,61.5351,60.8047,60.1104,59.3619,58.6706,57.9096,57.2338,56.4949,55.7656,55.0442,54.3194,53.6346,52.9611,52.2133,51.5712,50.8704,50.1732,49.5132,48.8075,48.1205,47.5191,46.9236,46.3062,45.6837,45.059,44.4197,43.7706
9,29.949,29.9503,29.9539,29.9577,29.9628,29.9681,29.9744,29.9812,29.9851,29.9906,29.9952,29.9982,30.0012,30.0075,30.0152,30.0216,30.0278,30.034,30.0362,30.0419,30.0523,30.059,30.0716,30.0788,30.0887,30.0953,30.1076,30.1177,30.1277,30.1403,30.1509,30.1658,30.1777,30.1945,30.2104,30.2225,30.2387,30.2513,30.2683,30.2849,30.3003,30.3135,30.3317,30.346,30.3669,30.3883,30.4083,30.4273,30.4514,30.4811,30.5121,30.5429,30.5697,30.5988,30.6275,30.6648,30.7029,30.7448,30.7856,30.8242,30.8744,30.9195,30.9693,31.0298,31.0896,31.1621,31.225,31.2914,31.3715,31.4536,31.5419,31.6295,31.732,31.8437,31.962,32.0896,32.2325,32.3886,32.5546,32.7376,32.9376,33.1715,33.4283,33.7347,34.0949,34.5282,35.1254,36.0235,37.7745,41.9589,54.694,74.3973,85.719,90.143,91.4858,91.8239,91.8557,91.7289,91.466,91.2141,90.9194,90.5786,90.2355,89.8917,89.4964,89.1234,88.7365,88.2806,87.8622,87.5105,87.1469,86.7405,86.3328,85.9021,85.4376,84.9805,84.5298,84.0556,83.5928,83.1272,82.6461,82.1847,81.7132,81.2435,80.7158,80.2184,79.6924,79.1594,78.6437,78.0781,77.4728,76.9203,76.3384,75.7523,75.1632,74.5976,73.9421,73.3285,72.6776,72.0019,71.3051,70.6299,69.9957,69.3106,68.6506,67.9903,67.3096,66.6063,65.8938,65.1287,64.4375,63.6863,62.9801,62.2858,61.5351,60.8047,60.1104,59.3619,58.6706,57.9096,57.2338,56.4949,55.7656,55.0442,54.3194,53.6346,52.9611,52.2133,51.5712,50.8704,50.1732,49.5132,48.8075,48.1205,47.5191,46.9236,46.3062,45.6837,45.059,44.4197,43.7706
10,30.169,30.1766,30.1856,30.1947,30.2002,30.2103,30.2183,30.2265,30.2343,30.2444,30.2535,30.2621,30.2743,30.2833,30.2953,30.3104,30.3228,30.3327,30.3452,30.3583,30.3699,30.3873,30.4031,30.4182,30.4339,30.4476,30.4625,30.481,30.4957,30.5181,30.5333,30.554,30.5747,30.5946,30.615,30.6348,30.6555,30.6731,30.6921,30.7222,30.7469,30.7726,30.804,30.8328,30.8633,30.8995,30.9222,30.9507,30.9817,31.0207,31.0632,31.0997,31.1415,31.1815,31.2249,31.2742,31.3324,31.3916,31.4485,31.5184,31.5844,31.647,31.7151,31.7937,31.8781,31.964,32.0517,32.1401,32.2417,32.3535,32.4773,32.6043,32.7499,32.9004,33.0554,33.2307,33.4132,33.6271,33.8647,34.1127,34.3874,34.6901,35.0355,35.4294,35.9099,36.4821,37.2502,38.3919,40.4287,45.13,57.5834,75.4314,86.1452,90.2892,91.6754,92.1367,92.2937,92.2883,92.189,92.0241,91.8536,91.6579,91.4501,91.163,90.8589,90.5568,90.2695,89.9685,89.6526,89.336,88.9956,88.6827,88.3795,88.0208,87.6435,87.3256,86.9933,86.603,86.2386,85.8783,85.5497,85.1464,84.7657,84.3693,83.9949,83.6301,83.2583,82.843,82.4469,82.0673,81.6675,81.2695,80.8926,80.4771,80.0524,79.6476,79.2441,78.8558,78.4248,78.0034,77.5529,77.1452,76.7604,76.2941,75.8446,75.4061,74.9271,74.4462,73.9909,73.5362,73.0382,72.5512,72.0102,71.5092,71.0226,70.4969,69.9918,69.5139,69.0026,68.519,68.0246,67.4822,67.01,66.4886,65.9953,65.5547,65.0469,64.5622,64.0621,63.6061,63.0886,62.5914,62.142,61.6299,61.1397,60.5944,60.0968,59.5251,59.0764,58.5606,57.9984
11,30.169,30.1766,30.1856,30.1947,30.2002,30.2103,30.2183,30.2265,30.2343,30.2444,30.2535,30.2621,30.2743,30.2833,30.2953,30.3104,30.3228,30.3327,30.3452,30.3583,30.3699,30.3873,30.4031,30.4182,30.4339,30.4476,30.4625,30.481,30.4957,30.5181,30.5333,30.554,30.5747,30.5946,30.615,30.6348,30.6555,30.6731,30.6921,30.7222,30.7469,30.7726,30.804,30.8328,30.8633,30.8995,30.9222,30.9507,30.9817,31.0207,31.0632,31.0997,31.1415,31.1815,31.2249,31.2742,31.3324,31.3916,31.4485,31.5184,31.5844,31.647,31.7151,31.7937,31.8781,31.964,32.0517,32.1401,32.2417,32.3535,32.4773,32.6043,32.7499,32.9004,33.0554,33.2307,33.4132,33.6271,33.8647,34.1127,34.3874,34.6901,35.0355,35.4294,35.9099,36.4821,37.2502,38.3919,40.4287,45.13,57.5834,75.4314,86.1452,90.2892,91.6754,92.1367,92.2937,92.2883,92.189,92.0241,91.8536,91.6579,91.4501,91.163,90.8589,90.5568,90.2695,89.9685,89.6526,89.336,88.9956,88.6827,88.3795,88.0208,87.6435,87.3256,86.9933,86.603,86.2386,85.8783,85.5497,85.1464,84.7657,84.3693,83.9949,83.6301,83.2583,82.843,82.4469,82.0673,81.6675,81.2695,80.8926,80.4771,80.0524,79.6476,79.2441,78.8558,78.4248,78.0034,77.5529,77.1452,76.7604,76.2941,75.8446,75.4061,74.9271,74.4462,73.9909,73.5362,73.0382,72.5512,72.0102,71.5092,71.0226,70.4969,69.9918,69.5139,69.0026,68.519,68.0246,67.4822,67.01,66.4886,65.9953,65.5547,65.0469,64.5622,64.0621,63.6061,63.0886,62.5914,62.142,61.6299,61.1397,60.5944,60.0968,59.5251,59.0764,58.5606,57.9984
12,30.3924,30.4054,30.42,30.4326,30.4453,30.4581,30.472,30.4857,30.4986,30.5091,30.5205,30.5369,30.5542,30.5729,30.5878,30.6033,30.6236,30.6408,30.6607,30.6821,30.7017,30.7169,30.7344,30.7493,30.7671,30.7891,30.8121,30.8353,30.8557,30.8798,30.902,30.9252,30.9566,30.9816,31.0069,31.0422,31.0749,31.1053,31.1342,31.1656,31.2025,31.2335,31.2649,31.2969,31.3388,31.383,31.4252,31.4672,31.5133,31.5596,31.6104,31.66,31.7068,31.7648,31.8218,31.8874,31.9513,32.0305,32.103,32.1832,32.2617,32.3475,32.4425,32.5196,32.6341,32.7399,32.8573,32.9875,33.1267,33.2685,33.4214,33.6027,33.7814,33.978,34.1952,34.4313,34.6841,34.9617,35.2482,35.5618,35.909,36.3121,36.7776,37.2872,37.8859,38.6037,39.5279,40.8559,43.1463,48.1604,60.3449,76.784,86.5509,90.3441,91.7459,92.2546,92.4731,92.5151,92.5309,92.4864,92.4084,92.3109,92.1514,91.9655,91.7994,91.5911,91.3507,91.0807,90.8642,90.5941,90.3328,90.0623,89.7633,89.5402,89.2481,88.9376,88.6255,88.332,88.0092,87.6943,87.3588,87.0103,86.6913,86.3683,86.0177,85.638,85.3144,84.9348,84.5701,84.2087,83.8894,83.5487,83.2336,82.8718,82.5438,82.1917,81.8254,81.4928,81.1095,80.7373,80.3893,80.0044,79.6113,79.2597,78.8998,78.5115,78.1579,77.8092,77.4133,77.0468,76.6712,76.2469,75.8805,75.473,75.0928,74.6498,74.2637,73.8571,73.4396,73.0445,72.6323,72.2591,71.8159,71.3643,70.9607,70.53,70.0855,69.6535,69.2478,68.8086,68.3856,68.0094,67.6174,67.1931,66.771,66.3576,65.9376,65.5057,65.1011,64.6824,64.261
13,30.3924,30.4054,30.42,30.4326,30.4453,30.4581,30.472,30.4857,30.4986,30.5091,30.5205,30.5369,30.5542,30.5729,30.5878,30.6033,30.6236,30.6408,30.6607,30.6821,30.7017,30.7169,30.7344,30.7493,30.7671,30.7891,30.8121,30.8353,30.8557,30.8798,30.902,30.9252,30.9566,30.9816,31.0069,31.0422,31.0749,31.1053,31.1342,31.1656,31.2025,31.2335,31.2649,31.2969,31.3388,31.383,31.4252,31.4672,31.5133,31.5596,31.6104,31.66,31.7068,31.7648,31.8218,31.8874,31.9513,32.0305,32.103,32.1832,32.2617,32.3475,32.4425,32.5196,32.6341,32.7399,32.8573,32.9875,33.1267,33.2685,33.4214,33.6027,33.7814,33.978,34.1952,34.4313,34.6841,34.9617,35.2482,35.5618,35.909,36.3121,36.7776,37.2872,37.8859,38.6037,39.5279,40.8559,43.1463,48.1604,60.3449,76.784,86.5509,90.3441,91.7459,92.2546,92.4731,92.5151,92.5309,92.4864,92.4084,92.3109,92.1514,91.9655,91.7994,91.5911,91.3507,91.0807,90.8642,90.5941,90.3328,90.0623,89.7633,89.5402,89.2481,88.9376,88.6255,88.332,88.0092,87.6943,87.3588,87.0103,86.6913,86.3683,86.0177,85.638,85.3144,84.9348,84.5701,84.2087,83.8894,83.5487,83.2336,82.8718,82.5438,82.1917,81.8254,81.4928,81.1095,80.7373,80.3893,80.0044,79.6113,79.2597,78.8998,78.5115,78.1579,77.8092,77.4133,77.0468,76.6712,76.2469,75.8805,75.473,75.0928,74.6498,74.2637,73.8571,73.4396,73.0445,72.6323,72.2591,71.8159,71.3643,70.9607,70.53,70.0855,69.6535,69.2478,68.8086,68.3856,68.0094,67.6174,67.1931,66.771,66.3576,65.9376,65.5057,65.1011,64.6824,64.261
14,30.6341,30.6484,30.6642,30.6823,30.6957,30.711,30.7292,30.7449,30.7626,30.7798,30.8,30.8209,30.8401,30.8593,30.8784,30.8984,30.9191,30.9429,30.9661,30.9881,31.0105,31.0354,31.0574,31.0857,31.1106,31.1401,31.1685,31.1915,31.2209,31.25,31.2765,31.3085,31.3445,31.3778,31.4164,31.4491,31.4852,31.5197,31.5609,31.5973,31.6408,31.6892,31.7318,31.781,31.8318,31.8811,31.9342,31.9923,32.0512,32.1074,32.1722,32.2414,32.3071,32.3775,32.4508,32.5249,32.6098,32.6991,32.7896,32.8823,32.9821,33.0929,33.205,33.3227,33.4585,33.6012,33.7595,33.9218,34.0892,34.2656,34.4515,34.661,34.8892,35.141,35.4063,35.7083,36.0208,36.3581,36.7116,37.1306,37.5784,38.0509,38.5997,39.2302,39.9473,40.8103,41.8968,43.4182,45.8585,51.1185,62.986,78.1371,87.0934,90.4601,91.7645,92.2999,92.5822,92.7134,92.7947,92.7969,92.7589,92.7326,92.6759,92.5735,92.4411,92.274,92.1187,91.9542,91.7803,91.5934,91.3663,91.1833,90.9624,90.727,90.5154,90.2525,90.0184,89.7197,89.432,89.1925,88.9089,88.5854,88.3081,88.0181,87.7194,87.3946,87.0759,86.7201,86.3755,86.0305,85.6548,85.3511,85.0018,84.6703,84.3597,84.013,83.7186,83.4238,83.0897,82.7614,82.411,82.0854,81.7476,81.3944,81.0512,80.6946,80.3787,80.0383,79.6357,79.2807,78.9559,78.6099,78.247,77.8895,77.5494,77.2118,76.8937,76.5759,76.2222,75.8367,75.5057,75.1358,74.7656,74.3773,73.9787,73.6134,73.2607,72.9104,72.5076,72.1096,71.7101,71.3193,70.9353,70.499,70.1271,69.7329,69.3972,69.0143,68.6473,68.298,67.9342
15,30.6341,30.6484,30.6642,30.6823,30.6957,30.711,30.7292,30.7449,30.7626,30.7798,30.8,30.8209,30.8401,30.8593,30.8784,30.8984,30.9191,30.9429,30.9661,30.9881,31.0105,31.0354,31.0574,31.0857,31.1106,31.1401,31.1685,31.1915,31.2209,31.25,31.2765,31.3085,31.3445,31.3778,31.4164,31.4491,31.4852,31.5197,31.5609,31.5973,31.6408,31.6892,31.7318,31.781,31.8318,31.8811,31.9342,31.9923,32.0512,32.1074,32.1722,32.2414,32.3071,32.3775,32.4508,32.5249,32.6098,32.6991,32.7896,32.8823,32.9821,33.0929,33.205,33.3227,33.4585,33.6012,33.7595,33.9218,34.0892,34.2656,34.4515,34.661,34.8892,35.141,35.4063,35.7083,36.0208,36.3581,36.7116,37.1306,37.5784,38.0509,38.5997,39.2302,39.9473,40.8103,41.8968,43.4182,45.8585,51.1185,62.986,78.1371,87.0934,90.4601,91.7645,92.2999,92.5822,92.7134,92.7947,92.7969,92.7589,92.7326,92.6759,92.5735,92.4411,92.274,92.1187,91.9542,91.7803,91.5934,91.3663,91.1833,90.9624,90.727,90.5154,90.2525,90.0184,89.7197,89.432,89.1925,88.9089,88.5854,88.3081,88.0181,87.7194,87.3946,87.0759,86.7201,86.3755,86.0305,85.6548,85.3511,85.0018,84.6703,84.3597,84.013,83.7186,83.4238,83.0897,82.7614,82.411,82.0854,81.7476,81.3944,81.0512,80.6946,80.3787,80.0383,79.6357,79.2807,78.9559,78.6099,78.247,77.8895,77.5494,77.2118,76.8937,76.5759,76.2222,75.8367,75.5057,75.1358,74.7656,74.3773,73.9787,73.6134,73.2607,72.9104,72.5076,72.1096,71.7101,71.3193,70.9353,70.499,70.1271,69.7329,69.3972,69.0143,68.6473,68.298,67.9342
